2018-03-30T18:06:39.000+02:00,2018-03-30T18:50:21.000+02:00,2018-04-04T23:36:53.000+02:00,2018-04-18T00:00:00.000+02:00,2018-04-16T21:18:32.000+02:00,17.133252314814815,124.77555555555556,1.1121296296296297,11.903923611111113
2018-08-19T15:50:13.000+02:00,2018-08-20T12:12:14.000+02:00,2018-08-20T14:32:00.000+02:00,2018-09-06T00:00:00.000+02:00,2018-08-24T12:32:56.000+02:00,4.862997685185185,2.329444444444445,12.47712962962963,3.9173148148148145
2017-01-06T21:27:49.000+01:00,2017-01-06T21:35:20.000+01:00,2017-01-09T12:08:34.000+01:00,2017-02-20T00:00:00.000+01:00,2017-01-13T13:57:29.000+01:00,6.687268518518518,62.553888888888885,37.41841435185186,4.075636574074074
2018-08-23T12:30:52.000+02:00,2018-08-23T12:45:17.000+02:00,2018-08-24T17:34:00.000+02:00,2018-08-28T00:00:00.000+02:00,2018-08-27T15:22:10.000+02:00,4.1189583333333335,28.811944444444446,0.3596064814814815,2.908449074074074
2018-03-19T11:23:31.000+01:00,2018-03-19T11:35:35.000+01:00,2018-03-19T22:38:42.000+01:00,2018-04-05T00:00:00.000+02:00,2018-04-09T21:22:47.000+02:00,21.37449074074074,11.051944444444445,4.89082175925926,20.905613425925925
2017-04-28T15:06:58.000+02:00,2017-04-28T15:15:17.000+02:00,2017-05-04T15:38:47.000+02:00,2017-06-06T00:00:00.000+02:00,2017-05-19T10:44:39.000+02:00,20.81783564814815,144.39166666666668,17.55232638888889,14.79574074074074
2018-08-09T19:53:41.000+02:00,2018-08-09T20:05:16.000+02:00,2018-08-10T15:50:00.000+02:00,2018-08-21T00:00:00.000+02:00,2018-08-13T20:03:31.000+02:00,4.006828703703703,19.745555555555555,7.164224537037037,3.1760532407407407
2017-05-25T10:43:21.000+02:00,2017-05-25T10:55:17.000+02:00,2017-05-26T10:30:12.000+02:00,2017-06-21T00:00:00.000+02:00,2017-05-30T16:37:45.000+02:00,5.246111111111111,23.581944444444446,21.307118055555556,4.255243055555556
2017-08-16T23:47:01.000+02:00,2017-08-17T02:12:13.000+02:00,2017-08-17T19:35:35.000+02:00,2017-09-06T00:00:00.000+02:00,2017-08-21T19:17:33.000+02:00,4.81287037037037,17.389444444444443,15.196145833333334,3.9874768518518517
2018-05-16T09:45:25.000+02:00,2018-05-16T09:57:28.000+02:00,2018-06-05T11:41:00.000+02:00,2018-07-03T00:00:00.000+02:00,2018-06-14T14:58:38.000+02:00,29.217511574074077,481.72555555555556,18.375949074074075,9.13724537037037
2017-09-08T15:48:57.000+02:00,2017-09-08T16:04:48.000+02:00,2017-09-11T22:10:02.000+02:00,2017-10-02T00:00:00.000+02:00,2017-09-18T17:37:36.000+02:00,10.075451388888888,78.08722222222222,13.265555555555556,6.810810185185186
2017-01-30T10:47:14.000+01:00,2017-01-30T11:31:06.000+01:00,2017-02-01T13:57:49.000+01:00,2017-03-03T00:00:00.000+01:00,2017-02-07T10:32:44.000+01:00,7.9899305555555555,50.445277777777775,23.560601851851853,5.857581018518519
2018-03-22T22:13:59.000+01:00,2018-03-24T02:28:34.000+01:00,2018-03-26T19:58:55.000+02:00,2018-04-11T00:00:00.000+02:00,2018-03-27T14:14:51.000+02:00,4.625601851851852,64.50583333333333,14.406354166666667,0.7610648148148149
2018-06-07T20:30:06.000+02:00,2018-06-07T20:55:15.000+02:00,2018-06-08T14:40:00.000+02:00,2018-07-04T00:00:00.000+02:00,2018-06-14T20:46:53.000+02:00,7.011655092592592,17.745833333333334,19.134108796296296,6.2547800925925925
2018-01-27T16:50:21.000+01:00,2018-01-30T04:31:17.000+01:00,2018-01-30T23:26:31.000+01:00,2018-03-09T00:00:00.000+01:00,2018-03-14T15:43:38.000+01:00,45.953668981481485,18.920555555555556,5.655300925925926,42.67855324074074
